file,start_line,start_character,end_line,end_character,message
./test_code/Enums_CantDefineDuplicates_failure.a,0,0,0,32,"The enumeration 'E' has duplicates for 'Z' defined."
./test_code/Enums_CantFindEnumName_failure.a,0,0,1,1,"enum 'X' has no values"
./test_code/Enums_CantFindEnumName_failure.a,4,10,4,14,"Type not found: an enumeration named 'Y' was not found."
./test_code/Enums_CantFindEnumName_failure.a,5,10,5,14,"Type not found: an enumeration named 'Y' was not found."
./test_code/Enums_CantFindEnumValue_failure.a,5,10,5,14,"Type lookup failure: unable to find value 'x' within the enumeration 'X'"
./test_code/Enums_DispatchDisagreeReturnType1_failure.a,4,0,6,1,"Dispatcher 'x' do not agree on return type."
./test_code/Enums_DispatchDisagreeReturnType1_failure.a,8,0,10,1,"Dispatcher 'x' do not agree on return type."
./test_code/Enums_DispatchDisagreeReturnType2_failure.a,4,0,6,1,"Dispatcher 'x' do not agree on return type."
./test_code/Enums_DispatchDisagreeReturnType2_failure.a,8,0,9,1,"Dispatcher 'x' do not agree on return type."
./test_code/Enums_DispatchManyMissing_failure.a,0,0,2,1,"Enum 'E' has a dispatcher 'x' which is incomplete and lacks: X, Z."
./test_code/Enums_DispatcherForNoEnum_failure.a,0,0,2,1,"Dispatcher 'foo' was unable to find the given enumeration type of 'E'"
./test_code/Enums_DispatcherForWrongType_failure.a,2,0,4,1,"Dispatcher 'foo' found 'E', but it was 'E'"
./test_code/Enums_DispatcherFoundNoValues_failure.a,4,0,6,1,"Dispatcher 'foo' has a value prefix 'C' which does not relate to any value within enum 'X'"
./test_code/Enums_DispatcherFoundNoValues_failure.a,5,2,5,11,"The return statement expects no expression"
./test_code/Enums_DispatcherFoundNoValues_failure.a,9,2,9,11,"The return statement expects no expression"
./test_code/Enums_DispatcherLacksCoverage_failure.a,0,0,2,1,"Enum 'X' has a dispatcher 'foo' which is incomplete and lacks: B."
./test_code/Enums_DispatcherLacksCoverage_failure.a,5,2,5,11,"The return statement expects no expression"
./test_code/Enums_DispatcherMustHaveNoOverlapWhenReturnValue_failure.a,4,0,6,1,"Dispatcher 'foo' returns and matches too many for 'X'"
./test_code/Enums_DispatcherWithShouldReturn_failure.a,3,0,4,1,"Dispatch 'foo' does not return in all cases"
./test_code/FunctionsAbortable_Sad_failure.a,13,2,13,12,"Abortable functions can only be called from another abortable function or within a message handler"
./test_code/FunctionsAbortable_Sad_failure.a,14,2,14,5,"Abortable functions can only be called from another abortable function or within a message handler"
./test_code/FunctionsViewer_Sad_failure.a,7,9,7,20,"Functions with viewer can only be used from viewer states"
./test_code/Functions_ApplyOnNotAFunction_failure.a,2,11,2,14,"Type check failure: The given type was expected to be a function: 'int'"
./test_code/Functions_ApplyOnNotAFunction_failure.a,2,11,2,14,"Expression is not a function"
./test_code/Functions_ArityMismatch_failure.a,5,11,5,22,"Function invoked with wrong number of arguments. Expected 1, got 0"
./test_code/Functions_ArityMismatch_failure.a,6,11,6,22,"Function invoked with wrong number of arguments. Expected 1, got 2"
./test_code/Functions_BadArgType_failure.a,0,22,0,25,"Type check failure: the type 'int' is unable to store type 'string'."
./test_code/Functions_IncompatibleReturnValue_failure.a,0,31,0,34,"Type check failure: the type 'int' is unable to store type 'string'."
./test_code/Functions_IncompatibleReturnValue_failure.a,0,0,2,1,"The function 'square_func' does not return in all cases"
./test_code/Functions_LookupFailures_failure.a,15,2,15,7,"Type check failure: The given type was expected to be a function: 'label'"
./test_code/Functions_LookupFailures_failure.a,15,2,15,7,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,16,2,16,8,"Type 'R' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,16,2,16,8,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,18,11,18,17,"Type 'R' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,18,11,18,17,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,19,11,19,19,"Type 'channel<M>' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,19,11,19,19,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,20,11,20,23,"Type 'principal' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,20,11,20,23,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,21,11,21,22,"Type 'E' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,21,11,21,22,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,22,11,22,23,"Type 'E[]' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,22,11,22,23,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,24,11,24,18,"Type 'future<M>' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,24,11,24,18,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,25,11,25,26,"Type 'int' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,25,11,25,26,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,27,11,27,21,"Type 'list<M>' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,27,11,27,21,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,42,11,42,18,"Type 'bool' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,42,11,42,18,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,43,11,43,18,"Type 'principal' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,43,11,43,18,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,44,11,44,18,"Type 'double' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,44,11,44,18,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,45,11,45,18,"Type 'E' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,45,11,45,18,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,46,11,46,18,"Type 'int' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,46,11,46,18,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,47,11,47,18,"Type 'double' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,47,11,47,18,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,48,11,48,19,"Type 'int' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,48,11,48,19,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,49,11,49,17,"Type 'R' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,49,11,49,17,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,50,11,50,18,"Type 'label' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,50,11,50,18,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,51,11,51,18,"Type 'string' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,51,11,51,18,"Expression is not a function"
./test_code/Functions_LookupFailures_failure.a,52,12,52,20,"Type 'table<R>' lacks field 'nope'"
./test_code/Functions_LookupFailures_failure.a,52,12,52,20,"Expression is not a function"
./test_code/Functions_MustReturn_failure.a,1,0,6,1,"The procedure 'x' does not return in all cases"
./test_code/Functions_MustReturn_failure.a,9,2,14,3,"Function 'foo' does not return in all cases"
./test_code/Functions_MustReturn_failure.a,16,2,17,3,"Policy 'p' does not return in all cases"
./test_code/Functions_PureCantInvokeProcedure_failure.a,5,9,5,12,"Pure functions can only call other pure functions"
./test_code/Functions_PureCantInvokeProcedure_failure.a,5,17,5,20,"Pure functions can only call other pure functions"
./test_code/Functions_PureMustReturn_failure.a,0,0,1,1,"The function 'whoops1' does not return in all cases"
./test_code/Functions_PureMustReturn_failure.a,3,0,8,1,"The function 'whoops2' does not return in all cases"
./test_code/Functions_PureVariablesReadOnly_failure.a,1,2,1,3,"The variable 'x' is readonly"
./test_code/Functions_PureVariablesReadOnly_failure.a,0,0,2,1,"The function 'whoops1' does not return in all cases"
./test_code/Functions_PureVariablesReadOnly_failure.a,11,2,11,3,"The variable 'z' is readonly due to the environment"
./test_code/Functions_PureVariablesReadOnly_failure.a,16,9,16,10,"The variable 'z' was not defined"
./test_code/Functions_PureVariablesReadOnly_failure.a,15,0,17,1,"The function 'cantread' does not return in all cases"
./test_code/Functions_ReactiveCantInvokeProcedure_failure.a,4,13,4,16,"Reactive expressions can only invoke pure functions"
./test_code/Functions_ReactiveCantInvokeProcedure_failure.a,6,21,6,24,"Reactive expressions can only invoke pure functions"
./test_code/Globals_FunctionOverloadingIncorrect_failure.a,0,0,2,1,"Overloaded function has many identical calls"
./test_code/Globals_NotFound_failure.a,1,10,1,20,"Global 'String' lacks 'foo'"
./test_code/Globals_NotFound_failure.a,1,10,1,20,"Expression is not a function"
./test_code/Graph_AssocInvalid_failure.a,3,0,4,1,"Type check failure: must have a type of 'record', but got a type of 'T'."
./test_code/Graph_AssocNotFound_failure.a,2,0,2,14,"The type 'T' was not found"
./test_code/Graph_AssocNotFound_failure.a,4,0,4,14,"The type 'T' was not found"
./test_code/Graph_Dupes_failure.a,4,0,4,14,"Assoc 'x' was already defined."
./test_code/Include_Bad_failure.a,0,0,0,13,"Failed to include 'bad' as it was not bound to the deployment"
./test_code/Include_MainNotAllowed_failure.a,0,0,0,13,"main is a reserved word for importing"
./test_code/Include_MainNotAllowed_failure.a,0,0,0,13,"Failed to include 'main' as it was not bound to the deployment"
./test_code/Include_NotFound_failure.a,0,0,0,15,"Failed to include 'howdy' as it was not bound to the deployment"
./test_code/Include_NotFound_failure.a,1,0,1,19,"Failed to include 'h/o/w/d/y' as it was not bound to the deployment"
./test_code/Ingestion_CantExportIntegerAlreadyDefined_failure.a,9,2,9,18,"Variable 'z' was already defined"
./test_code/Ingestion_CantExportIntegerAlreadyDefined_failure.a,10,2,10,27,"Variable 'z2' was already defined"
./test_code/Ingestion_CantIngestIntegers_failure.a,7,2,7,3,"Expression expected to be computed, rather than assigned to"
./test_code/Ingestion_CantIngestIntegers_failure.a,7,2,7,3,"Type check failure: unable to ingest into this type 'int'."
./test_code/Ingestion_CantIngestIntegers_failure.a,7,2,7,3,"Unable to  the right hand side"
./test_code/Ingestion_CantIngestIntegers_failure.a,8,7,8,8,"Type check failure: 'int' unable to produce data to ingest into 'table<X>'."
./test_code/Ingestion_CantIngestIntegers_failure.a,8,2,8,3,"Unable to  the right hand side"
./test_code/Ingestion_CantIngestStrings_failure.a,7,2,7,5,"Expression expected to be computed, rather than assigned to"
./test_code/Ingestion_CantIngestStrings_failure.a,7,2,7,5,"Type check failure: unable to ingest into this type 'string'."
./test_code/Ingestion_CantIngestStrings_failure.a,7,2,7,5,"Unable to  the right hand side"
./test_code/Ingestion_CantIngestStrings_failure.a,8,7,8,10,"Type check failure: 'string' unable to produce data to ingest into 'table<X>'."
./test_code/Ingestion_CantIngestStrings_failure.a,8,2,8,3,"Unable to  the right hand side"
./test_code/Ingestion_DataLoss_failure.a,7,7,7,14,"Type check failure: The field 'y' was lost during ingestion"
./test_code/Ingestion_DataLoss_failure.a,7,2,7,3,"Unable to  the right hand side"
./test_code/Ingestion_FailurePassthrough_failure.a,7,3,7,11,"Expression expected to be computed, rather than assigned to"
./test_code/Ingestion_FailurePassthrough_failure.a,7,3,7,11,"Could not find a meaning for 'bool' + 'int'"
./test_code/Ingestion_FailurePassthrough_failure.a,7,2,7,12,"Unable to  the right hand side"
./test_code/Ingestion_FailurePassthrough_failure.a,8,8,8,16,"Could not find a meaning for 'bool' + 'int'"
./test_code/Ingestion_FailurePassthrough_failure.a,8,2,8,3,"Unable to  the right hand side"
./test_code/Ingestion_IncompatibleField_failure.a,2,2,2,5,"Type check failure: the type 'r<int>' is unable to store type 'string'."
./test_code/Ingestion_IncompatibleField_failure.a,9,2,9,3,"Unable to  the right hand side"
./test_code/Ingestion_IncompatibleField_failure.a,1,2,1,5,"Type check failure: the type 'r<int>' is unable to store type 'string'."
./test_code/Ingestion_IncompatibleField_failure.a,10,2,10,5,"Unable to  the right hand side"
./test_code/Ingestion_RecursiveBreakage_failure.a,13,20,13,23,"Type check failure: 'int' unable to produce data to ingest into 'table<Z>'."
./test_code/Ingestion_RecursiveBreakage_failure.a,13,2,13,3,"Unable to  the right hand side"
./test_code/Ingestion_RecursiveMapErrors_failure.a,12,0,14,1,"Type check failure: The field 'x' was lost during ingestion"
./test_code/Ingestion_RecursiveMapErrors_failure.a,5,7,5,21,"Type check failure: ranges are incompatble for ingestion."
./test_code/Ingestion_RecursiveMapErrors_failure.a,25,2,25,8,"Unable to  the right hand side"
./test_code/Ingestion_RecursiveMapErrors_failure.a,24,14,24,17,"Type check failure: 'int' unable to produce data to ingest into 'Z'."
./test_code/Ingestion_RecursiveMapErrors_failure.a,5,7,5,21,"Type check failure: ranges are incompatble for ingestion."
./test_code/Ingestion_RecursiveMapErrors_failure.a,26,2,26,8,"Unable to  the right hand side"
./test_code/Ingestion_RecursiveMapErrors_failure.a,16,0,18,1,"Type check failure: The field 'x' was lost during ingestion"
./test_code/Ingestion_RecursiveMapErrors_failure.a,5,7,5,21,"Type check failure: ranges are incompatble for ingestion."
./test_code/Ingestion_RecursiveMapErrors_failure.a,27,2,27,8,"Unable to  the right hand side"
./test_code/Ingestion_RecursiveMapErrors_failure.a,5,11,5,17,"Type check failure: the type 'string' is unable to store type 'int'."
./test_code/Ingestion_RecursiveMapErrors_failure.a,5,7,5,21,"Type check failure: domains are incompatble for ingestion string <- int."
./test_code/Ingestion_RecursiveMapErrors_failure.a,5,7,5,21,"Type check failure: unable to ingest into this type 'r<map<string,Z>>'."
./test_code/Ingestion_RecursiveMapErrors_failure.a,28,2,28,21,"Type check failure: 'map<int,int>' unable to produce data to ingest into 'r<map<string,Z>>'."
./test_code/Ingestion_RecursiveMapErrors_failure.a,29,2,29,8,"Unable to  the right hand side"
./test_code/Ingestion_Required_failure.a,13,0,15,1,"Type check failure: The field 'y' was required for ingestion and is not present"
./test_code/Ingestion_Required_failure.a,14,2,14,5,"Unable to  the right hand side"
./test_code/Ingestion_Required_failure.a,17,0,19,1,"Type check failure: The field 'y' was required for ingestion and is not present"
./test_code/Ingestion_Required_failure.a,18,2,18,3,"Unable to  the right hand side"
./test_code/Ingestion_SimpleAsReadonly_failure.a,11,4,11,6,"The variable 'z1' is readonly"
./test_code/Ingestion_SimpleAsReadonly_failure.a,10,25,11,11,"'int' is unable to accept an set of 'int'."
./test_code/InlineConditional_BothSidesFail_failure.a,2,18,2,26,"Could not find a meaning for 'bool' + 'int'"
./test_code/InlineConditional_BothSidesFail_failure.a,2,31,2,40,"Could not find a meaning for 'int' + 'bool'"
./test_code/InlineConditional_BothSidesFail_failure.a,3,11,3,19,"Could not find a meaning for 'bool' + 'int'"
./test_code/InlineConditional_MaxTypeFailures_failure.a,7,30,7,31,"Type check failure: The types 'string' and 'int' are not compatible for type unification"
./test_code/InlineConditional_MaxTypeFailures_failure.a,7,23,7,31,"Type check failure: The types 'string' and 'maybe<int>' are not compatible for type unification"
./test_code/InlineConditional_MaxTypeFailures_failure.a,8,29,8,32,"Type check failure: The types 'int' and 'string' are not compatible for type unification"
./test_code/InlineConditional_MaxTypeFailures_failure.a,8,29,8,32,"Type check failure: The types 'maybe<int>' and 'string' are not compatible for type unification"
./test_code/InlineConditional_MaxTypeFailures_failure.a,9,2,9,6,"The message types `A` and `B` can not be joined."
./test_code/InlineConditional_MaxTypeFailures_failure.a,10,2,10,6,"Type check failure: The types 'A' and 'B' are not compatible for type unification"
./test_code/InlineConditional_RecordsMismatch_failure.a,20,2,20,6,"The message types `U` and `V` can not be joined."
./test_code/InlineConditional_RecordsMismatch_failure.a,21,2,21,6,"Type check failure: The types 'U' and 'V' are not compatible for type unification"
./test_code/InlineConditional_RecordsMismatch_failure.a,3,0,4,1,"Type check failure: The types 'X' and 'Y' are not compatible for type unification"
./test_code/InventionPolicy_ControlFlowOpen_failure.a,1,9,5,3,"The 'invent' policy must return a boolean"
./test_code/InventionPolicy_NotSimpleConstructor_failure.a,1,9,3,3,"Invention requires all constructors to not accept messages"
./test_code/InventionPolicy_TimeNotStatic_failure.a,2,12,2,20,"Global 'Time' lacks 'now'"
./test_code/InventionPolicy_TimeNotStatic_failure.a,2,12,2,20,"Expression is not a function"
./test_code/LinqDyn_OrderDynSadNeedRx_failure.a,6,2,6,26,"order_dyn requires the list to contain reactive records"
./test_code/LinqDyn_OrderDynSadNeedString_failure.a,16,43,16,46,"Type check failure: must have a type of 'string', but the type is actually 'int'"
./test_code/Linq_ErrorsFindingTables_failure.a,4,0,4,7,"The type 'table<Z>' is using a type that was not found."
./test_code/Linq_ErrorsFindingTables_failure.a,4,0,4,11,"The field 't' has no type"
./test_code/Linq_ErrorsFindingTables_failure.a,4,0,4,11,"Variable 't' has no backing type"
./test_code/Linq_ErrorsFindingTables_failure.a,12,11,12,12,"Expression expected to be computed, rather than assigned to"
./test_code/Linq_ErrorsFindingTables_failure.a,12,11,12,12,"Type check failure: must have a type of 'table<?>', but got a type of 'int'."
./test_code/Linq_ErrorsFindingTables_failure.a,0,0,0,11,"Type check failure: must have a type of 'table<?>', but got a type of 'X'."
./test_code/Linq_ErrorsFindingTables_failure.a,14,11,14,12,"The variable 't' was not defined"
./test_code/Linq_FieldNotFound_failure.a,7,11,7,24,"Type 'list<Y>' lacks field 'z'"
./test_code/Linq_FieldNotFound_failure.a,8,11,8,14,"Type 'Y' lacks field 'z'"
./test_code/Linq_IndexingCant_failure.a,2,9,2,10,"Type not found: the type 'E' was not found."
./test_code/Linq_IndexingCant_failure.a,2,2,2,13,"The field 'y' has no type"
./test_code/Linq_IndexingCant_failure.a,2,2,2,13,"Variable 'y' has no backing type"
./test_code/Linq_IndexingCant_failure.a,4,2,4,16,"Index could not find field 'nofound'"
./test_code/Linq_IndexingCant_failure.a,6,2,6,10,"Index was already defined: 'x'"
./test_code/Linq_IterateNonTable_failure.a,2,11,2,12,"Expression expected to be computed, rather than assigned to"
./test_code/Linq_IterateNonTable_failure.a,2,11,2,12,"Type check failure: must have a type of 'table<?>', but got a type of 'int'."
./test_code/Linq_MapCantAbort_failure.a,13,34,13,60,"Function '$<shared_sqr>' must not abort within a map function"
./test_code/Linq_NonOrderable_failure.a,10,31,10,32,"Typing issue: the structure 'Y' has field 'x' but it is not orderable.."
./test_code/Linq_NonOrderable_failure.a,11,31,11,32,"Field not found: the structure 'Y' does not contain the field 'z'."
./test_code/Linq_NotApplicableToNonLists_failure.a,2,10,2,11,"Type check failure: expected an list, but was actually type 'int'."
./test_code/Linq_NotApplicableToNonLists_failure.a,3,10,3,11,"Type check failure: expected an list, but was actually type 'int'."
./test_code/Linq_NotApplicableToNonLists_failure.a,4,10,4,11,"Type check failure: expected an list, but was actually type 'int'."
./test_code/Linq_NotApplicableToNonLists_failure.a,5,10,5,11,"Type check failure: expected an list, but was actually type 'int'."
./test_code/Lookup_ByIndexNotInteger_failure.a,5,12,5,15,"Type check failure: must have a type of 'int', but the type is actually 'string'"
./test_code/Lookup_ByIndexNotIterable_failure.a,1,2,1,12,"Type check failure: must be either an array, list, or map to use foreach or index lookup; instead got 'int'."
./test_code/Lookup_NotFound_failure.a,1,10,1,11,"The variable 'y' was not defined"
./test_code/Maps_InvalidAssignments_failure.a,8,2,8,18,"The domain type 'double' is not an appropriate."
./test_code/Maps_InvalidAssignments_failure.a,7,2,7,19,"Type check failure: the type 'map<int,int>' is unable to store type 'map<double,int>'."
./test_code/Maps_InvalidAssignments_failure.a,7,2,7,19,"Type check failure: the type 'map<int,int>' is unable to store type 'map<int,double>'."
./test_code/Maps_InvalidAssignments_failure.a,8,2,8,22,"Type check failure: the type 'map<double,int>' is unable to store type 'map<int,int>'."
./test_code/Maps_InvalidAssignments_failure.a,8,2,8,22,"Type check failure: the type 'map<double,int>' is unable to store type 'map<int,double>'."
./test_code/Maps_InvalidAssignments_failure.a,9,2,9,22,"Type check failure: the type 'map<int,double>' is unable to store type 'map<int,int>'."
./test_code/Maps_InvalidAssignments_failure.a,9,2,9,22,"Type check failure: the type 'map<int,double>' is unable to store type 'map<double,int>'."
./test_code/Maps_InvalidAssignments_failure.a,1,2,1,20,"Type check failure: the type 'map<int,int>' is unable to store type 'int'."
./test_code/Maps_InvalidAssignments_failure.a,1,2,1,20,"Type check failure: the type 'map<int,int>' is unable to store type 'string'."
./test_code/Maps_InvalidDomains_failure.a,5,2,5,13,"The domain type 'M' is not an appropriate."
./test_code/Maps_InvalidDomains_failure.a,6,11,6,12,"Type not found: the type 'K' was not found."
./test_code/Maps_InvalidDomains_failure.a,6,11,6,12,"Type not found: the type 'K' was not found."
./test_code/Maps_InvalidDomains_failure.a,7,6,7,7,"Type not found: the type 'K' was not found."
./test_code/Maps_InvalidDomains_failure.a,7,6,7,7,"Type not found: the type 'K' was not found."
./test_code/Maps_InvalidDomains_failure.a,10,12,10,24,"Type 'map<int,int>' lacks field 'notFound'"
./test_code/Maps_InvalidDomains_failure.a,10,12,10,24,"Expression is not a function"
./test_code/Maps_NoTableInRange_failure.a,5,0,5,21,"The range type 'table<R>' is not an appropriate for a map."
./test_code/Maps_NoTableInRange_failure.a,12,2,12,23,"The range type 'table<M>' is not an appropriate for a map."
./test_code/Maps_PairFail_failure.a,2,10,2,17,"Pair 'pair<int,int>' does not have 'nope' field, and only supports 'key' and 'value'"
./test_code/Maps_ReactiveBad_failure.a,5,2,5,14,"Type 'r<map<principal,r<int>>>' lacks field 'nope'"
./test_code/Maps_ReactiveBad_failure.a,5,2,5,14,"Expression is not a function"
./test_code/Maps_ReduceSad_failure.a,10,0,11,1,"The function 'goo' does not return in all cases"
./test_code/Maps_ReduceSad_failure.a,21,11,21,39,"Function '$<foo>' must be a pure function a value"
./test_code/Maps_ReduceSad_failure.a,21,11,21,39,"Function '$<foo>' must return value"
./test_code/Maps_ReduceSad_failure.a,22,11,22,39,"Function invoked with wrong number of arguments. Expected 2, got 1"
./test_code/Maps_ReduceSad_failure.a,23,39,23,42,"The variable 'zoo' was not defined"
./test_code/Maps_ReduceSad_failure.a,24,11,24,42,"Function '$<foo>' must be a pure function a value"
./test_code/Maps_ReduceSad_failure.a,24,11,24,42,"Function '$<foo>' must return value"
./test_code/Maps_ReduceSad_failure.a,24,11,24,42,"Field 'z' was not found for reduction"
./test_code/Messages_CantHaveRecords_failure.a,4,0,6,1,"Messages can't have a field type of 'R'"
./test_code/Messages_CantHaveTables_failure.a,0,0,2,1,"Type check failure: must have a type of 'message', but got a type of 'R'."
./test_code/Messages_CantHaveTables_failure.a,8,0,11,1,"Messages can't have a field type of 'table<R>'"
./test_code/Messages_CantHaveTables_failure.a,8,0,11,1,"Messages can't have a field type of 'table<T>'"
./test_code/Metrics_BadTypes_failure.a,0,0,0,15,"Type check failure: must have a type of int, long, or double; instead, but the type is actually 'string'"
./test_code/Metrics_BadTypes_failure.a,1,0,1,14,"Type check failure: must have a type of int, long, or double; instead, but the type is actually 'complex'"
./test_code/Metrics_RequireReadOnly_failure.a,7,11,7,14,"Read only methods can only call other read-only methods or pure functions"
./test_code/NativeTables_BadMethod_failure.a,6,2,6,8,"Type 'table<M>' lacks field 'nope'"
./test_code/NativeTables_BadMethod_failure.a,6,2,6,8,"Expression is not a function"
./test_code/NativeTables_CantUseRecord_failure.a,0,0,2,1,"Type check failure: must have a type of 'message', but got a type of 'M'."
./test_code/NativeTables_NoMessage_failure.a,1,2,1,9,"The type 'table<M>' is using a type that was not found."
./test_code/Parser_AtomicsBadArrayEOS1_failure.a,2,10,2,11,"File './test_code/Parser_AtomicsBadArrayEOS1_failure.a' failed to parse: Parser expected a `]`, but instead got end of stream. {Token: `[` @ (2,10) -> (2,11): Symbol}"
./test_code/Parser_AtomicsBadArrayEOS1_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a `]`, but instead got end of stream. {Token: `[` @ (2,10) -> (2,11): Symbol}"
./test_code/Parser_AtomicsBadArrayEOS2_failure.a,2,10,2,11,"File './test_code/Parser_AtomicsBadArrayEOS2_failure.a' failed to parse: Parser expected a `]`, but instead got end of stream. {Token: `[` @ (2,10) -> (2,11): Symbol}"
./test_code/Parser_AtomicsBadArrayEOS2_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a `]`, but instead got end of stream. {Token: `[` @ (2,10) -> (2,11): Symbol}"
./test_code/Parser_AtomicsBadArrayInvalidEnd_failure.a,2,10,2,11,"File './test_code/Parser_AtomicsBadArrayInvalidEnd_failure.a' failed to parse: Parser expected a `]`, but instead got end of stream. {Token: `[` @ (2,10) -> (2,11): Symbol}"
./test_code/Parser_AtomicsBadArrayInvalidEnd_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a `]`, but instead got end of stream. {Token: `[` @ (2,10) -> (2,11): Symbol}"
./test_code/Parser_AtomicsBadDouble_failure.a,2,10,2,17,"File './test_code/Parser_AtomicsBadDouble_failure.a' failed to parse: Parser was unable to parse `1.2.3e1` as a double. {Token: `1.2.3e1` @ (2,10) -> (2,17): NumberLiteral:NumberIsDouble}"
./test_code/Parser_AtomicsBadDouble_failure.a,0,0,0,0,"Import failed (Parse): Parser was unable to parse `1.2.3e1` as a double. {Token: `1.2.3e1` @ (2,10) -> (2,17): NumberLiteral:NumberIsDouble}"
./test_code/Parser_AtomicsBadEnumSymbol_failure.a,3,11,3,13,"File './test_code/Parser_AtomicsBadEnumSymbol_failure.a' failed to parse: Parser was expecting either an identifier or an `*` after `::`, but got `+` instead. {Token: `::` @ (3,11) -> (3,13): Symbol}"
./test_code/Parser_AtomicsBadEnumSymbol_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting either an identifier or an `*` after `::`, but got `+` instead. {Token: `::` @ (3,11) -> (3,13): Symbol}"
./test_code/Parser_AtomicsBadEnumValueEOS_failure.a,3,11,3,13,"File './test_code/Parser_AtomicsBadEnumValueEOS_failure.a' failed to parse: Parser was expecting either an identifier or an `*` after `::`, but got end of stream instead. {Token: `::` @ (3,11) -> (3,13): Symbol}"
./test_code/Parser_AtomicsBadEnumValueEOS_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting either an identifier or an `*` after `::`, but got end of stream instead. {Token: `::` @ (3,11) -> (3,13): Symbol}"
./test_code/Parser_AtomicsBadHex_failure.a,2,10,2,18,"File './test_code/Parser_AtomicsBadHex_failure.a' failed to parse: Parser was expecting a valid numeric sequence, but got a '0x123x12' instead. {Token: `0x123x12` @ (2,10) -> (2,18): NumberLiteral:NumberIsInteger}"
./test_code/Parser_AtomicsBadHex_failure.a,0,0,0,0,"Import failed (Parse): Parser was expecting a valid numeric sequence, but got a '0x123x12' instead. {Token: `0x123x12` @ (2,10) -> (2,18): NumberLiteral:NumberIsInteger}"
./test_code/Parser_AtomicsBadObjectEOS1_failure.a,2,10,2,11,"File './test_code/Parser_AtomicsBadObjectEOS1_failure.a' failed to parse: Parser expected a `}`, but instead got end of stream. {Token: `{` @ (2,10) -> (2,11): Symbol}"
./test_code/Parser_AtomicsBadObjectEOS1_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a `}`, but instead got end of stream. {Token: `{` @ (2,10) -> (2,11): Symbol}"
./test_code/Parser_AtomicsBadObjectEOS2_failure.a,2,13,2,16,"File './test_code/Parser_AtomicsBadObjectEOS2_failure.a' failed to parse: Parser expected a `}` or `,`, but instead got end of stream. {Token: `123` @ (2,13) -> (2,16): NumberLiteral:NumberIsInteger}"
./test_code/Parser_AtomicsBadObjectEOS2_failure.a,0,0,0,0,"Import failed (Parse): Parser expected a `}` or `,`, but instead got end of stream. {Token: `123` @ (2,13) -> (2,16): NumberLiteral:NumberIsInteger}"
./test_code/Parser_AtomicsBadObjectInvalidEnd_failure.a,2,14,2,15,"File './test_code/Parser_AtomicsBadObjectInvalidEnd_failure.a' failed to parse: Parser expected a `}` or `,`, but instead got `!` {Token: `!` @ (2,14) -> (2,15): Symbol}"
